privince,城市,地区
北京,北京,大兴区青云店镇 保利春天里小区10号楼2单元
北京,北京,大兴区青云店镇 东赵村东至停车场西区南北通道、北至停车场西区入口、西至东赵路东一巷、南至路东五条路北侧路边
北京,北京,朝阳区团结湖街道 团结湖路10号楼2单元
北京,北京,大兴区青云店镇 枣林村西区
北京,北京,丰台区玉泉营街道草桥欣园三区5号楼1单元1-4层、7单元1-4层，三区5号楼5-12层
北京,北京,顺义区南彩镇 河北村人之初农业发展有限公司
北京,北京,顺义区空港街道金地中央世家20号院2号楼
北京,北京,朝阳区管庄(地区)乡 建东苑5号楼7单元
北京,北京,丰台区花乡街道名酒城8号楼7单元
北京,北京,大兴区青云店镇 小铺头村全域
北京,北京,昌平区东小口(地区)镇 店上村
北京,北京,朝阳区高碑店(地区)乡 花园闸村85号
北京,北京,丰台区太平桥街道太平桥东里1号楼
北京,北京,顺义区高丽营镇四村建新东胡同11号周边范围100米
北京,北京,丰台区方庄街道芳星园三区7号楼1单元
北京,北京,顺义区胜利街道胜利小区28号楼3单元
北京,北京,丰台区丰台街道新华街六里1号楼5单元
北京,北京,朝阳区和平街街道 和平街13区27楼2单元
北京,北京,顺义区仁和(地区)镇 鼎顺嘉园东区10号楼1单元
北京,北京,朝阳区十八里店(地区)乡 吕家营张家坊子64号
北京,北京,朝阳区亚运村街道 汇源公寓K座3、7、9、11单元
北京,北京,朝阳区劲松街道 广渠路36号院首城国际23号楼1单元
北京,北京,朝阳区垡头街道 翠城馨园234号楼1单元
北京,北京,朝阳区劲松街道 华腾园8号楼
北京,北京,朝阳区劲松街道 广渠路66号院百环家园10号楼
北京,北京,顺义区高丽营镇万万树社区1009栋
北京,北京,密云区高岭镇 瑶亭村瑶亭108号、207号、125号、361号、368号
北京,北京,丰台区新村街道育芳园小区36号楼1单元
北京,北京,顺义区高丽营镇 张喜庄村豆西区、豆东区、中街区、商西区、商中区、商东区
北京,北京,顺义区高丽营镇七村后街63号周边100米范围内
北京,北京,顺义区高丽营镇六村89号、玉石井南街36号
北京,北京,通州区永顺（地区）镇 通惠小区42号楼
北京,北京,朝阳区团结湖街道 水碓子20楼4单元
北京,北京,丰台区花乡街道新发地市场经营者乐园19号楼
北京,北京,丰台区花乡街道羊坊花园2区6号楼2单元
北京,北京,朝阳区团结湖街道 中路南三条2号楼2单元
北京,北京,丰台区五里店街道西四环南路63号院26栋2门
北京,北京,朝阳区小关街道 育慧南路甲3号院
北京,北京,朝阳区小关街道 小关东里十号院内新发地菜篮子社区服务店
北京,北京,朝阳区小关街道 世纪嘉园4号楼
北京,北京,朝阳区团结湖街道 水碓子东路19号楼6单元
北京,北京,朝阳区劲松街道 广渠路66号院百环家园14号楼
北京,北京,朝阳区亚运村街道 安慧里二区5号楼
北京,北京,朝阳区亚运村街道 安苑北里14、15、16、17、18、19号楼
北京,北京,朝阳区管庄(地区)乡 管庄西里甲5号楼5单元
北京,北京,丰台区西罗园街道7克拉7号楼
北京,北京,丰台区西罗园街道西马金润家园1区12楼1门
北京,北京,丰台区西罗园街道马家堡东路9号楼2单元
北京,北京,丰台区王佐镇燕西华府A区10号楼3单元
北京,北京,丰台区王佐镇南宫新苑小区C区1号楼2单元
北京,北京,朝阳区劲松街道 磨房北里社区121号楼2单元
北京,北京,朝阳区劲松街道 广渠路36号院首城国际18号楼2单元
北京,北京,朝阳区亚运村街道 速8酒店(奥体中心地铁站)
北京,北京,朝阳区双井街道 广渠路29号院九龙花园小区2号楼
北京,北京,大兴区北臧村镇 新立村兴良路以南，黄良路南一条以西，新南街以北，黄良路南六条以东和北臧村镇成人学校全域，村北界以南，村东界以西，新富路以北，村西界以东
北京,北京,朝阳区王四营(地区)乡 西岸轻雅酒店
北京,北京,朝阳区王四营(地区)乡 东兴公寓(东兴物业11号楼)
北京,北京,朝阳区亚运村街道 华严里27号楼
北京,北京,朝阳区亚运村街道 安苑北里20号楼14单元
北京,北京,朝阳区亚运村街道 华严北里17号楼2单元
北京,北京,顺义区天竺镇天裕昕园西区1号楼2单元
北京,北京,顺义区天竺镇天裕昕园东区25号楼4单元
北京,北京,丰台区大红门街道东罗园小区5号楼5单元
北京,北京,房山区燕山地区迎风街道迎风五里17号楼
北京,北京,房山区阎村镇金林嘉苑小区2号楼
北京,北京,房山区拱辰街道送变电社区明源西巷
北京,北京,房山区阎村镇乐活城北区38号楼
北京,北京,房山区长阳镇祥云街7号院2号楼
北京,北京,房山区拱辰街道启航国际三期4号楼
北京,北京,房山区长阳镇天瑞嘉园社区25号楼
北京,北京,房山区周口店镇新街村40号楼
北京,北京,顺义区高丽营镇五村除西北角18户外全部区域
北京,北京,丰台区五里店街道五里店南里20号楼3单元
北京,北京,门头沟区龙泉镇龙泉雾村后街120号-128号、131号、146号-166号、169号、183号；中街19号、21号；张家坡6号-10号
北京,北京,朝阳区亚运村街道 汇园公寓F座
北京,北京,朝阳区亚运村街道 安慧里一区12号楼11门
北京,北京,朝阳区亚运村街道 安翔南里8号楼8单元
北京,北京,朝阳区南磨房(地区)乡 双龙南里230楼
北京,北京,朝阳区南磨房(地区)乡 金蝉南里4号楼4单元
北京,北京,朝阳区南磨房(地区)乡 金蝉南里10号楼
北京,北京,顺义区胜利街道建新北区28号楼4单元
北京,北京,丰台区太平桥街道马连道欣园铁路小区2号楼3单元
北京,北京,通州区杨庄街道 京贸国际公寓E座
北京,北京,朝阳区麦子店街道 霞光里35号院4号楼3单元
北京,北京,顺义区高丽营镇南王路2街3号周边100米范围内
北京,北京,顺义区赵全营镇 尚峯壹号19号楼
北京,北京,顺义区赵全营镇 燕华营村燕华南街11、15、17、19、21、23、25、27、29号以及南顺胡同2号、4号
北京,北京,丰台区五里店街道和风四季8号楼1单元
北京,北京,顺义区杨镇(地区)镇 阳州鑫园7号楼
北京,北京,昌平区沙河(地区)镇顺沙路19号院一区6号楼1单元
北京,北京,朝阳区六里屯街道 八里庄北里201号楼5单元
北京,北京,朝阳区劲松街道 乐澜宝邸2号楼4单元
北京,北京,朝阳区和平街街道 兴化路甲2号院10号楼
北京,北京,顺义区高丽营镇东马村南湖一街13号周边100米
北京,北京,顺义区李桥镇苏活社区11号楼
北京,北京,顺义区仁和镇兴顺食品厂宿舍区
北京,北京,顺义区李桥镇畅顺园2号楼3单元
北京,北京,通州区永顺（地区）镇 新华北路59号院4号楼3单元
北京,北京,朝阳区安贞街道 安华西里一区8号楼
北京,北京,丰台区方庄街道芳城园二区6号楼1单元
北京,北京,石景山区八宝山街道 鲁谷74号院28号楼5单元
北京,北京,石景山区八宝山街道 远洋山水31号楼6单元
北京,北京,丰台区花乡街道郭公庄幸福家园1号院1号楼1单元
北京,北京,石景山区八宝山街道 远洋山水3号楼1单元
北京,北京,丰台区东铁匠营街道江西大酒店(东铁匠营横一条8号)
北京,北京,丰台区花乡街道郭公庄16号院5号楼2单元
北京,北京,丰台区西罗园街道洋桥村71号院1号楼
北京,北京,丰台区大红门街道彩虹城二区创意公寓
北京,北京,丰台区大红门街道西罗园南里31号楼1单元
北京,北京,顺义区高丽营镇 7村西民路11号周边50米范围内的区域
北京,北京,顺义区杨镇(地区)镇 顺鑫朗郡5号楼1单元
北京,北京,延庆区张山营镇龙聚山庄小区东南区2号楼2单元
北京,北京,顺义区北石槽镇 良善庄村西大街南胡同一条04号周边100米范围
北京,北京,顺义区赵全营镇 赵全营村2街88号周边50米区域
北京,北京,顺义区赵全营镇 西小营村富民街15号周边50米
北京,北京,顺义区赵全营镇 赵全营村小黄楼3层
北京,北京,顺义区赵全营镇 尚峯壹号25号楼
北京,北京,丰台区西罗园街道西罗园汇达公寓B座
北京,北京,顺义区北石槽镇下西市村复兴东路9号油漆厂
北京,北京,朝阳区左家庄街道 左东里11号楼5单元
北京,北京,丰台区太平桥街道三路居18号院金都苑小区4号楼
北京,北京,通州区杨庄街道 天时名苑小区12号楼
北京,北京,通州区杨庄街道 新华联家园南区37号楼
北京,北京,通州区杨庄街道 新华联家园南区44号楼2单元
北京,北京,通州区临河里街道 海友酒店
北京,北京,朝阳区南磨房(地区)乡 沿海赛洛城106
北京,北京,通州区永顺（地区）镇 天赐良园二期13号楼
北京,北京,朝阳区六里屯街道 延静东里1号楼1单元
北京,北京,朝阳区六里屯街道 延静东里3号楼1单元
北京,北京,密云区鼓楼街道 檀城东区15号楼
北京,北京,密云区十里堡镇 赏星悦木小区182号-192号五栋别墅
北京,北京,丰台区右安门街道翠林一里19号楼
北京,北京,丰台区右安门街道百合园一号楼
北京,北京,顺义区赵全营镇 赵全营村二街88号
北京,北京,门头沟区大峪街道德露苑1号楼3单元
北京,北京,怀柔区庙城(地区)镇 孙史山村西区(村中街以西区域)
北京,北京,朝阳区团结湖街道 团结湖南里3号楼1单元
北京,北京,朝阳区团结湖街道 水碓子17号楼
北京,北京,顺义区石园街道五里仓社区13号楼6单元
北京,北京,顺义区仁和镇河南村黄家街10号周边100米范围内
北京,北京,通州区永顺（地区）镇 西富河园小区4号院15号楼
北京,北京,通州区永顺（地区）镇 金地格林格林北区7号楼
北京,北京,朝阳区十八里店(地区)乡 小武基陈家村170号、169号、184号、185号
北京,北京,朝阳区小红门(地区)乡 小红门142号院2号楼
北京,北京,朝阳区小红门(地区)乡 龙爪树142号院2号楼
北京,北京,朝阳区高碑店(地区)乡 花园闸村16号
北京,北京,朝阳区高碑店(地区)乡 花园闸村37号
北京,北京,朝阳区高碑店(地区)乡 兴隆家园11号楼
北京,北京,朝阳区和平街街道 樱花园东街乙二号院1号楼
北京,北京,朝阳区和平街街道 和平街11区26号楼
北京,北京,朝阳区和平街街道 樱花园小区4号楼
北京,北京,朝阳区和平街街道 胜古南里25号楼4单元
北京,北京,朝阳区和平街街道 小黄庄路1号喆啡酒店
北京,北京,朝阳区双井街道 后现代城3号楼C、D单元
北京,北京,朝阳区劲松街道 广渠路28号院珠江帝景B区1号楼
北京,北京,朝阳区劲松街道 西大望路59号风度柏林3号楼
北京,北京,朝阳区劲松街道 平乐园10号院2号楼1单元
北京,北京,朝阳区劲松街道 农光里甲1号楼2单元
北京,北京,朝阳区劲松街道 广渠路36号院首城国际13号楼2单元
北京,北京,朝阳区劲松街道 广渠路28号院珠江帝景E区5号楼
北京,北京,朝阳区劲松街道 西大望路27号北化机乐乎公寓
北京,北京,朝阳区劲松街道 广渠路65号院华腾园2号楼
北京,北京,朝阳区劲松街道 劲松七区720楼
北京,北京,朝阳区劲松街道 三间房村54号
北京,北京,朝阳区劲松街道 汉庭优佳酒店(北京国贸劲松地铁站店)
北京,北京,朝阳区劲松街道 广渠路66号百环家园15号楼1单元
北京,北京,朝阳区安贞街道 安华西里二区2号楼和17号楼
北京,北京,丰台区花乡街道潘家庙169号、170号院
北京,北京,丰台区花乡街道银地家园7号楼5单元
北京,北京,顺义区牛栏山(地区)镇 相各庄村前街104至前街144号以南、前街104号至110号以西、环村西路以东、前道110号至环村西路之间的区域;正街156号至160号以南、正街160号及180号以东、正街180号至184号以北、正街156号及184号腾仁路以西之间的区域
北京,北京,大兴区魏善庄镇 北京密码小区6号楼三单元
北京,北京,大兴区长子营镇 北蒲洲营村全域
北京,北京,怀柔区龙山街道 南关村南华园四区西侧平房区
北京,北京,怀柔区怀柔（地区）镇 红螺路8号院
北京,北京,顺义区高丽营镇 七村后街63号、75号、72号、65号、55号、59号、57号、67号
北京,北京,顺义区高丽营镇 西马各庄村明华街77-82号、84号、甲77号、甲82号、乙82号、丙82号、丙83号、丁83号及冯某霞户(无门牌号)共计14户
北京,北京,顺义区高丽营镇 六村玉石井南街32号、34号、36号、38号、40号、42号
北京,北京,顺义区高丽营镇 五村二街一巷17号、二街一巷1号、二街一巷3号、二街一巷10号、二街一巷8号、二街一巷7号、二街21号、二街一巷6号、二街一巷5号
北京,北京,延庆区沈家营镇沈馨佳苑别墅区3号
北京,北京,顺义区高丽营镇 南王路村场东路2号周边100米区域范围
北京,北京,顺义区高丽营镇 羊房村振兴大街169号周边150米范围内的区域
北京,北京,顺义区后沙峪镇古城村中心街11条2号
北京,北京,顺义区后沙峪镇董各庄村后街99号
北京,北京,顺义区后沙峪镇后沙峪942总站宿舍楼
北京,北京,顺义区双丰街道中晟馨苑4号院12号楼1单元
北京,北京,顺义区双丰街道泰和宜园10号楼2单元
北京,北京,顺义区后沙峪镇江山赋小区19号楼1单元
北京,北京,顺义区空港街道优山美地社区农业实验生态基地
北京,北京,顺义区北小营镇格林豪泰酒店
北京,北京,顺义区天竺镇天裕昕园东区6号楼2单元
北京,北京,延庆区永宁镇利民街村二区1号古镇人家民宿小院
北京,北京,延庆区康庄镇屯军营村新建街18号及周边区域
北京,北京,顺义区北石槽镇 下西市村兴华中路39号周边100米
北京,北京,顺义区高丽营镇 高丽营T3空间1号楼
北京,北京,顺义区高丽营镇 四村高四路7号及瑞福宾馆周边200米区域内商铺、住户，品牌折扣工厂直营店周边200米区域内商铺、住户，服装大卖场200米区域内商铺、住户，服装鞋城东西两侧沿街200米区域内商铺，王婆大虾店南北两侧沿街200米区域内商铺、住户
北京,北京,通州区临河里街道 方恒东景小区109号楼
北京,北京,朝阳区小红门(地区)乡 小红门乡肖村614、615、616、617、618、619号
北京,北京,朝阳区小红门(地区)乡 东南四环外红坊路江南山水8栋
北京,北京,丰台区玉泉营街道草桥欣园四区10号楼3单元
北京,北京,丰台区大红门街道西罗园南里32号楼4单元
北京,北京,丰台区大红门街道海慧寺1号楼4单元
北京,北京,丰台区大红门街道赵公口小区甲1号楼旁绿化队平房
北京,北京,丰台区玉泉营街道草桥欣园三区5号楼5单元
北京,北京,丰台区玉泉营街道草桥欣园三区6号楼3单元1—4层
北京,北京,丰台区右安门街道亚林西9号院7号楼2单元
北京,北京,丰台区玉泉营街道青秀城西区23号楼11层
北京,北京,石景山区金顶街街道 模式口中里37号楼2单元
北京,北京,顺义区后沙峪(地区)镇 诺德花园西区5号楼1单元
北京,北京,顺义区后沙峪(地区)镇 铁匠营新村北门口平房
北京,北京,顺义区后沙峪(地区)镇 香花畦家园15号楼一单元
北京,北京,顺义区后沙峪(地区)镇 国门智慧城2号楼
北京,北京,朝阳区高碑店(地区)乡 高井村白家楼小区2区107号
北京,北京,朝阳区高碑店(地区)乡 通惠家园惠生园6号楼2单元
北京,北京,朝阳区麦子店街道 枣营西里二条13号楼
北京,北京,朝阳区六里屯街道 水碓子北里25号楼2单元
北京,北京,朝阳区六里屯街道 道家园2号楼6单元
北京,北京,朝阳区六里屯街道 道家园9号楼
北京,北京,朝阳区六里屯街道 甜水园东里25号楼4单元
北京,北京,昌平区小汤山镇 金科帕提欧小区1号楼至11号楼
北京,北京,朝阳区小关街道 小关东里10号院东小楼
北京,北京,朝阳区香河园街道 柳芳北里9号楼8单元
北京,北京,朝阳区香河园街道 亚星香园农副产品综合市场
北京,北京,朝阳区香河园街道 光熙门北里19楼西段
北京,北京,朝阳区香河园街道 西坝河中里4号楼
北京,北京,朝阳区香河园街道 西坝河中里3号楼
北京,北京,朝阳区潘家园街道 潘家园南里14号楼
北京,北京,朝阳区潘家园街道 松榆西里社区42号楼
北京,北京,朝阳区劲松街道 禧福汇小区1号楼2单元
北京,北京,朝阳区劲松街道 西大望路东方雅苑6号楼二单元
北京,北京,通州区永顺（地区）镇 物资学院3号院
北京,北京,通州区永顺（地区）镇 富力惠兰美居小区D区1号楼
北京,北京,通州区永顺（地区）镇 新建村二期小区（包括南区和北区）
北京,北京,朝阳区劲松街道 首城国际12号楼二单元
北京,北京,朝阳区劲松街道 广渠路36号首城国际B区8号楼2单元
北京,北京,朝阳区劲松街道 广渠路36号首城国际小区17号楼二单元
北京,北京,朝阳区望京街道 南湖中园2区239号楼
北京,北京,朝阳区安贞街道 安华里三区12号楼
北京,北京,朝阳区安贞街道 安华西里一区3号楼、22号楼、28号楼
北京,北京,朝阳区安贞街道 安华西里二区1号楼
北京,北京,朝阳区安贞街道 安华西里一区17号楼
北京,北京,朝阳区安贞街道 安华西里一区6号楼
北京,北京,朝阳区管庄(地区)乡 塔营北街3号院8号楼3单元
北京,北京,朝阳区管庄(地区)乡 杨闸新村4号楼2单元
北京,北京,朝阳区管庄(地区)乡 建东苑社区12号楼3单元
北京,北京,朝阳区管庄(地区)乡 建东苑北区27号楼5单元
北京,北京,朝阳区劲松街道 广渠路36号首城国际小区23号楼三单元
北京,北京,朝阳区劲松街道 首城国际A区1号楼一单元
北京,北京,朝阳区劲松街道 首城国际A区2号楼
北京,北京,朝阳区劲松街道 武圣北路6号院和谐雅园11号楼
北京,北京,朝阳区劲松街道 和谐雅园8号楼四单元
北京,北京,朝阳区三里屯街道 幸福三村3号楼
北京,北京,朝阳区三里屯街道 白家庄西里甲8号楼
北京,北京,顺义区仁和(地区)镇 鼎顺嘉园西区5号楼
北京,北京,房山区窦店镇 华城家园A区5号楼
北京,北京,顺义区后沙峪(地区)镇 龙湾别墅东北门斜对面苗圃地中赵某江承租地
北京,北京,石景山区八宝山街道远洋山水23号楼1单元 
北京,北京,朝阳区小关街道 惠新里6号楼2单元
北京,北京,丰台区东铁匠营街道北247号、北249号、北251号
北京,北京,丰台区东铁匠营街道刘家窑第二社区小铁匠营、胡村（蒲黄榆路至皮革胡同）平房区
北京,北京,朝阳区麦子店街道 朝阳公园西里北区1号楼12单元
北京,北京,朝阳区麦子店街道 枣营南里8号楼
北京,北京,密云区鼓楼街道 沿湖小区5号楼6单元7单元8单元
北京,北京,朝阳区劲松街道 首城国际A区1号楼二单元
北京,北京,朝阳区劲松街道 广渠路66号百环家园17号楼
北京,北京,朝阳区劲松街道 广渠路66号百环家园5号楼
北京,北京,朝阳区劲松街道 广渠路66号百环家园9号楼
北京,北京,朝阳区劲松街道 乐澜宝邸2号楼一单元
北京,北京,朝阳区劲松街道 北京工业大学附属中学(首城国际校区)
北京,北京,朝阳区劲松街道 华腾园小区5号楼
北京,北京,朝阳区建外街道 灵通观4号楼
北京,北京,朝阳区潘家园街道 松榆东里27号楼2单元
北京,北京,朝阳区潘家园街道 华威里8号楼
北京,北京,朝阳区潘家园街道 松榆西里46号楼
北京,北京,朝阳区潘家园街道 松榆东里8号楼2单元
北京,北京,朝阳区潘家园街道 磨坊南里25号楼4单元
北京,北京,朝阳区潘家园街道 武圣东里4号楼2单元
北京,北京,朝阳区潘家园街道 建业苑(松榆北路7号院12号楼)
北京,北京,朝阳区潘家园街道 农光南路19号楼
北京,北京,朝阳区潘家园街道 华威南里路华辉苑3号楼
北京,北京,朝阳区潘家园街道 潘家园甲20号楼(除北单元)
北京,北京,朝阳区左家庄街道 西坝河东里6号楼5单元
北京,北京,朝阳区左家庄街道 左家庄北里24号楼4单元
北京,北京,朝阳区垡头街道 翠城馨园415楼
北京,北京,朝阳区垡头街道 翠成馨园518号楼3单元
北京,北京,朝阳区垡头街道 翠城馨园412号楼
北京,北京,朝阳区垡头街道 翠城馨园507号楼
北京,北京,朝阳区垡头街道 翠城馨园416号楼
北京,北京,朝阳区垡头街道 翠城馨园214号楼2单元
北京,北京,朝阳区望京街道 花家地北里2号楼
北京,北京,顺义区张镇 莲花山滑雪场工作生活区
北京,北京,大兴区黄村（地区）镇 狼各庄西村
北京,北京,大兴区青云店镇 泥营村东一条、西一条以北区域
北京,北京,怀柔区庙城（地区）镇 高两河村
北京,北京,朝阳区首都机场街道 南平里小区甲3号楼1单元
北京,北京,朝阳区首都机场街道 东平里3号楼2单元
北京,北京,朝阳区首都机场街道 燕翔西里1号楼2单元
北京,北京,朝阳区首都机场街道 燕翔西里4号楼4单元
北京,北京,朝阳区八里庄街道 华业玫瑰东方5号楼1单元
北京,北京,朝阳区八里庄街道 华业玫瑰东方3号楼1单元
北京,北京,朝阳区八里庄街道 红庙柴家湾1号楼6门
北京,北京,朝阳区八里庄街道 红庙北里41号楼2单元
北京,北京,朝阳区八里庄街道 延静里中街14号楼3单元
北京,北京,朝阳区八里庄街道 八里庄西里619楼3门
北京,北京,朝阳区八里庄街道 慈云寺北里105号楼5单元
北京,北京,朝阳区八里庄街道 八里庄西里408号楼
北京,北京,朝阳区八里庄街道 慈云寺5号楼1单元
北京,北京,朝阳区八里庄街道 慈云寺7号楼1单元
北京,北京,朝阳区八里庄街道 朝阳无限8号楼
北京,北京,朝阳区八里庄街道 延静西里9号楼
北京,北京,朝阳区八里庄街道 延静里中街2号楼10单元
北京,北京,朝阳区八里庄街道 延静西里17号楼5单元
北京,北京,朝阳区八里庄街道 红庙北里50号楼
北京,北京,朝阳区酒仙桥街道 南十里居11号楼
北京,北京,朝阳区酒仙桥街道 酒北村及周边底商
北京,北京,朝阳区酒仙桥街道 驼房营南里甲11号楼1单元
北京,北京,朝阳区酒仙桥街道 大山子北里26号楼
北京,北京,朝阳区酒仙桥街道 二街坊2号楼三单元
北京,北京,朝阳区和平街街道 小黄庄和平西街5号楼
北京,北京,朝阳区双井街道 双花园西里甲1号楼5单元
北京,北京,朝阳区双井街道 非常生活
北京,北京,朝阳区双井街道 和平村F区3号楼7单元
北京,北京,朝阳区双井街道 富力城D33
北京,北京,朝阳区双井街道 富力城C8
北京,北京,朝阳区双井街道 金港国际2号楼6单元
北京,北京,朝阳区双井街道 金港国际8号楼2单元
北京,北京,朝阳区双井街道 后现代城B区4号楼
北京,北京,朝阳区双井街道 金茂府1号楼
北京,北京,朝阳区双井街道 垂杨柳北里甲6号楼地下室
北京,北京,朝阳区双井街道 广渠门外大街6号院5号楼
北京,北京,朝阳区双井街道 石韵浩庭4号楼1单元
北京,北京,朝阳区双井街道 石韵浩庭5号楼1单元
北京,北京,朝阳区双井街道 北菜园北平房
北京,北京,朝阳区双井街道 垂杨柳南里9号楼6单元
北京,北京,朝阳区三里屯街道 三里屯南路20号楼
北京,北京,丰台区右安门街道开阳里一区1号楼1单元
北京,北京,丰台区和义街道大红门南路西侧松林庄119号所在整排及前后各一排
北京,北京,朝阳区麦子店街道 远洋新干线B座
北京,北京,朝阳区麦子店街道 枣营北里27号楼
北京,北京,朝阳区六里屯街道 八里庄北里1号院2号楼1单元
北京,北京,朝阳区六里屯街道 晨光家园A区217号楼
北京,北京,朝阳区六里屯街道 十里堡北里8号楼10单元
北京,北京,朝阳区六里屯街道 晨光家园218号楼东单元
北京,北京,朝阳区六里屯街道 晨光家园A区216号楼
北京,北京,朝阳区六里屯街道 延静东里5号楼5单元
北京,北京,朝阳区六里屯街道 延静里9号楼2单元
北京,北京,朝阳区六里屯街道 八里庄北里201号楼6单元
北京,北京,朝阳区六里屯街道 八里庄北里209号楼
北京,北京,大兴区安定镇 西芦各庄村西至北巷、北至庞安路、南至党员路、东至村界
北京,北京,大兴区礼贤镇 庆贤北里社区111地块7号楼2单元
北京,北京,大兴区庞各庄镇 东高各庄村西至东高路，东至村东墙，北至村北墙，南至村南墙
北京,北京,门头沟区龙泉镇中门寺南坡16号楼2单元
北京,北京,怀柔区庙城（地区）镇 金善名居5号楼
北京,北京,顺义区木林镇 木林村后街19号周边100米范围
北京,北京,顺义区李遂镇 李遂村北至仇家住户房后墙;南至贾家胡同南支线(3房南侧);西至养殖地东墙外;东至贾家胡同东支线之间的区域
北京,北京,顺义区李遂镇 牌楼村顺平南线、宣太路及北东路之间的区域;顺平南线、西小街、前东路、四街之间的区域
北京,北京,顺义区李遂镇 李遂村西二街56号甲周围100米区域
